Name,Pokedex Number,Types,Height,Weight,Abilities,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Moves
Nidoking,0034,"['Poison', 'Ground']",1.4 m (4′07″),62.0 kg (136.7 lbs),"['Poison Point', 'Rivalry', 'Sheer Force']",81,102,77,85,75,85,505,"{'Sucker Punch', 'Horn Drill', 'Poison Tail', 'Water Pulse', 'Shadow Claw', 'Fury Attack', 'Rock Smash', 'Dig', 'Poison Sting', 'Rest', 'Avalanche', 'Iron Tail', 'Leer', 'Venom Drench', 'Thief', 'Giga Impact', 'Sunny Day', 'Megahorn', 'Hyper Beam', 'Brick Break', 'Shock Wave', 'Toxic Spikes', 'Rock Tomb', 'Stone Edge', 'Flatter', 'Thrash', 'Roar', 'Rock Climb', 'Rock Slide', 'Ice Beam', 'Strength', 'Facade', 'Amnesia', 'Sleep Talk', 'Earthquake', 'Blizzard', 'Thunderbolt', 'Head Smash', 'Double Team', 'Sludge Wave', 'Peck', 'Earth Power', 'Fire Blast', 'Toxic', 'Attract', 'Double Kick', 'Fling', 'Helping Hand', 'Taunt', 'Confusion', 'Focus Energy', 'Beat Up', 'Stealth Rock', 'Swagger', 'Horn Attack', 'Torment', 'Bulldoze', 'Counter', 'Focus Punch', 'Focus Blast', 'Endure', 'Substitute', 'Surf', 'Poison Jab', 'Rain Dance', 'Sludge Bomb', 'Sandstorm', 'Disable', 'Dragon Pulse', 'Flamethrower', 'Protect', 'Shadow Ball', 'Thunder', 'Take Down', 'Cut', 'Supersonic'}"
Clefairy,0035,['Fairy'],0.6 m (2′00″),7.5 kg (16.5 lbs),"['Cute Charm', 'Magic Guard', 'Friend Guard']",70,45,48,60,65,35,323,"{'Charge Beam', 'Pound', 'Splash', 'Thief', 'Meteor Mash', 'Brick Break', 'Reflect', 'Meteor Beam', 'Fling', 'Stealth Rock', 'Double-Edge', 'Tera Blast', 'Zen Headbutt', 'Sing', 'Cosmic Power', 'Endure', 'Copycat', 'Play Rough', 'Metronome', 'Sweet Kiss', 'Uproar', 'Dual Wingbeat', 'Fire Punch', 'Thunder Punch', 'Endeavor', 'Moonblast', 'Sleep Talk', 'Blizzard', 'Helping Hand', 'Fake Tears', 'Alluring Voice', 'Misty Terrain', 'Rain Dance', 'Gravity', 'Trick', 'Chilling Water', 'Light Screen', 'Moonlight', 'Shadow Ball', 'Psybeam', 'Take Down', 'Charm', 'Baton Pass', 'Thunder Wave', 'Calm Mind', 'Water Pulse', 'Rest', 'Hyper Voice', 'Knock Off', 'Disarming Voice', 'Sunny Day', 'Skill Swap', 'Thunderbolt', 'Psyshock', 'Swift', 'Psychic', 'Icy Wind', 'Psych Up', 'Focus Punch', 'Body Slam', 'Healing Wish', 'Encore', 'Thunder', 'Stored Power', 'Imprison', 'Dig', 'Solar Beam', 'Growl', 'Ice Beam', 'Facade', 'Drain Punch', 'Amnesia', 'Life Dew', 'Fire Blast', 'Dazzling Gleam', 'Misty Explosion', 'Ice Punch', 'Defense Curl', 'Substitute', 'Draining Kiss', 'Grass Knot', 'Magical Leaf', 'Flamethrower', 'Protect', 'After You', 'Follow Me', 'Night Shade'}"
Clefable,0036,['Fairy'],1.3 m (4′03″),40.0 kg (88.2 lbs),"['Cute Charm', 'Magic Guard', 'Unaware']",95,70,73,95,90,60,483,"{'Charge Beam', 'Pound', 'Splash', 'Thief', 'Meteor Mash', 'Brick Break', 'Reflect', 'Meteor Beam', 'Fling', 'Stealth Rock', 'Double-Edge', 'Tera Blast', 'Zen Headbutt', 'Sing', 'Cosmic Power', 'Focus Blast', 'Endure', 'Copycat', 'Play Rough', 'Metronome', 'Sweet Kiss', 'Uproar', 'Dual Wingbeat', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Moonblast', 'Endeavor', 'Sleep Talk', 'Blizzard', 'Helping Hand', 'Fake Tears', 'Alluring Voice', 'Misty Terrain', 'Rain Dance', 'Gravity', 'Trick', 'Chilling Water', 'Light Screen', 'Moonlight', 'Shadow Ball', 'Psybeam', 'Take Down', 'Charm', 'Baton Pass', 'Thunder Wave', 'Calm Mind', 'Water Pulse', 'Rest', 'Hyper Voice', 'Knock Off', 'Disarming Voice', 'Sunny Day', 'Skill Swap', 'Thunderbolt', 'Psyshock', 'Swift', 'Psychic', 'Icy Wind', 'Psych Up', 'Focus Punch', 'Body Slam', 'Healing Wish', 'Encore', 'Thunder', 'Stored Power', 'Imprison', 'Dig', 'Giga Impact', 'Future Sight', 'Solar Beam', 'Growl', 'Ice Beam', 'Facade', 'Drain Punch', 'Amnesia', 'Life Dew', 'Fire Blast', 'Dazzling Gleam', 'Misty Explosion', 'Ice Punch', 'Defense Curl', 'Substitute', 'Draining Kiss', 'Grass Knot', 'Magical Leaf', 'Flamethrower', 'Protect', 'After You', 'Follow Me', 'Night Shade'}"
Vulpix,0037,['Fire'],0.6 m (2′00″),9.9 kg (21.8 lbs),"['Flash Fire', 'Drought']",38,41,40,50,65,65,299,set()
Ninetales,0038,['Fire'],1.1 m (3′07″),19.9 kg (43.9 lbs),"['Flash Fire', 'Drought']",73,76,75,81,100,100,505,set()
Jigglypuff,0039,"['Normal', 'Fairy']",0.5 m (1′08″),5.5 kg (12.1 lbs),"['Cute Charm', 'Competitive', 'Friend Guard']",115,45,20,45,25,20,270,"{'Pound', 'Thief', 'Brick Break', 'Reflect', 'Echoed Voice', 'Fling', 'Stealth Rock', 'Double-Edge', 'Taunt', 'Tera Blast', 'Zen Headbutt', 'Sing', 'Perish Song', 'Endure', 'Copycat', 'Disable', 'Gyro Ball', 'Body Press', 'Play Rough', 'Metronome', 'Sweet Kiss', 'Uproar', 'Psychic Noise', 'Fire Punch', 'Thunder Punch', 'Endeavor', 'Spit Up', 'Sleep Talk', 'Nasty Plot', 'Blizzard', 'Helping Hand', 'Fake Tears', 'Alluring Voice', 'Misty Terrain', 'Rain Dance', 'Gravity', 'Chilling Water', 'Light Screen', 'Shadow Ball', 'Take Down', 'Charm', 'Baton Pass', 'Trailblaze', 'Thunder Wave', 'Swallow', 'Calm Mind', 'Water Pulse', 'Rest', 'Hyper Voice', 'Knock Off', 'Disarming Voice', 'Sunny Day', 'Mimic', 'Heal Pulse', 'Skill Swap', 'Thunderbolt', 'Psyshock', 'Swift', 'Psychic', 'Icy Wind', 'Psych Up', 'Rollout', 'Focus Punch', 'Body Slam', 'Dark Pulse', 'Stockpile', 'Ice Spinner', 'Sandstorm', 'Present', 'Round', 'Encore', 'Thunder', 'Stored Power', 'Dig', 'Pain Split', 'Wish', 'Solar Beam', 'Ice Beam', 'Facade', 'Drain Punch', 'Amnesia', 'Fire Blast', 'Covet', 'Dazzling Gleam', 'Misty Explosion', 'Ice Punch', 'Defense Curl', 'Substitute', 'Draining Kiss', 'Grass Knot', 'Energy Ball', 'Magical Leaf', 'Flamethrower', 'Protect', 'Last Resort', 'Wild Charge'}"
Wigglytuff,0040,"['Normal', 'Fairy']",1.0 m (3′03″),12.0 kg (26.5 lbs),"['Cute Charm', 'Competitive', 'Frisk']",140,70,45,85,50,45,435,"{'Pound', 'Thief', 'Brick Break', 'Reflect', 'Echoed Voice', 'Fling', 'Stealth Rock', 'Double-Edge', 'Taunt', 'Tera Blast', 'Zen Headbutt', 'Sing', 'Perish Song', 'Focus Blast', 'Endure', 'Copycat', 'Disable', 'Gyro Ball', 'Body Press', 'Play Rough', 'Expanding Force', 'Metronome', 'Sweet Kiss', 'Uproar', 'Psychic Noise', 'Fire Punch', 'Thunder Punch', 'Hyper Beam', 'Endeavor', 'Spit Up', 'Sleep Talk', 'Nasty Plot', 'Blizzard', 'Helping Hand', 'Fake Tears', 'Alluring Voice', 'Misty Terrain', 'Rain Dance', 'Gravity', 'Chilling Water', 'Light Screen', 'Shadow Ball', 'Take Down', 'Charm', 'Baton Pass', 'Trailblaze', 'Thunder Wave', 'Swallow', 'Calm Mind', 'Water Pulse', 'Rest', 'Hyper Voice', 'Knock Off', 'Disarming Voice', 'Sunny Day', 'Mimic', 'Heal Pulse', 'Skill Swap', 'Thunderbolt', 'Psyshock', 'Swift', 'Psychic', 'Icy Wind', 'Psych Up', 'Rollout', 'Focus Punch', 'Body Slam', 'Dark Pulse', 'Stockpile', 'Ice Spinner', 'Sandstorm', 'Present', 'Round', 'Encore', 'Thunder', 'Stored Power', 'Dig', 'Pain Split', 'Giga Impact', 'Wish', 'Solar Beam', 'Ice Beam', 'Facade', 'Drain Punch', 'Amnesia', 'Fire Blast', 'Covet', 'Dazzling Gleam', 'Misty Explosion', 'Ice Punch', 'Defense Curl', 'Substitute', 'Draining Kiss', 'Grass Knot', 'Energy Ball', 'Magical Leaf', 'Flamethrower', 'Protect', 'Last Resort', 'Wild Charge'}"
Zubat,0041,"['Poison', 'Flying']",0.8 m (2′07″),7.5 kg (16.5 lbs),"['Inner Focus', 'Infiltrator']",40,45,35,30,40,55,245,"{'Air Cutter', 'Sludge Bomb', 'Air Slash', 'Leech Life', 'Bite', 'Shadow Ball', 'Zen Headbutt', 'Rest', 'Cross Poison', 'Gust', 'Aerial Ace', 'Hypnosis', 'Ominous Wind', 'Swift'}"
Golbat,0042,"['Poison', 'Flying']",1.6 m (5′03″),55.0 kg (121.3 lbs),"['Inner Focus', 'Infiltrator']",75,80,70,65,75,90,455,"{'Air Cutter', 'Sludge Bomb', 'Air Slash', 'Leech Life', 'Bite', 'Shadow Ball', 'Zen Headbutt', 'Rest', 'Cross Poison', 'Gust', 'Aerial Ace', 'Hypnosis', 'Ominous Wind', 'Giga Impact', 'Hyper Beam', 'Swift'}"
Oddish,0043,"['Grass', 'Poison']",0.5 m (1′08″),5.4 kg (11.9 lbs),"['Chlorophyll', 'Run Away']",45,50,55,75,65,30,320,"{'Ingrain', 'Giga Drain', 'Seed Bomb', 'Rest', 'Leaf Storm', 'Mega Drain', 'Growth', 'Sunny Day', 'Moonblast', 'Absorb', 'Acid Spray', 'Acid', 'Solar Beam', 'Leech Seed', 'Strength Sap', 'Facade', 'Sleep Talk', 'Tickle', 'Toxic', 'Helping Hand', 'Sleep Powder', 'Tera Blast', 'Petal Dance', 'Sweet Scent', 'Razor Leaf', 'Venoshock', 'Flail', 'Stun Spore', 'Endure', 'Substitute', 'Bullet Seed', 'Grass Knot', 'Energy Ball', 'Sludge Bomb', 'Grassy Glide', 'Magical Leaf', 'Moonlight', 'Grassy Terrain', 'Teeter Dance', 'Poison Powder', 'After You', 'Protect', 'Charm', 'Synthesis', 'Trailblaze', 'Swords Dance'}"
Gloom,0044,"['Grass', 'Poison']",0.8 m (2′07″),8.6 kg (19.0 lbs),"['Chlorophyll', 'Stench']",60,65,70,85,75,40,395,"{'Giga Drain', 'Seed Bomb', 'Rest', 'Leaf Storm', 'Mega Drain', 'Growth', 'Sunny Day', 'Moonblast', 'Absorb', 'Acid Spray', 'Acid', 'Pollen Puff', 'Solar Beam', 'Facade', 'Sleep Talk', 'Toxic', 'Helping Hand', 'Sleep Powder', 'Tera Blast', 'Petal Dance', 'Sweet Scent', 'Venoshock', 'Stun Spore', 'Endure', 'Substitute', 'Petal Blizzard', 'Bullet Seed', 'Grass Knot', 'Energy Ball', 'Sludge Bomb', 'Grassy Glide', 'Magical Leaf', 'Moonlight', 'Grassy Terrain', 'Protect', 'Poison Powder', 'Charm', 'Trailblaze', 'Swords Dance'}"
Vileplume,0045,"['Grass', 'Poison']",1.2 m (3′11″),18.6 kg (41.0 lbs),"['Chlorophyll', 'Effect Spore']",75,80,85,110,90,50,490,"{'Giga Drain', 'Seed Bomb', 'Rest', 'Leaf Storm', 'Mega Drain', 'Growth', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Moonblast', 'Absorb', 'Acid Spray', 'Acid', 'Pollen Puff', 'Solar Beam', 'Facade', 'Sleep Talk', 'Solar Blade', 'Sludge Wave', 'Fling', 'Toxic', 'Dazzling Gleam', 'Helping Hand', 'Sleep Powder', 'Tera Blast', 'Petal Dance', 'Sweet Scent', 'Venoshock', 'Body Slam', 'Stun Spore', 'Petal Blizzard', 'Endure', 'Substitute', 'Bullet Seed', 'Grass Knot', 'Energy Ball', 'Sludge Bomb', 'Grassy Glide', 'Magical Leaf', 'Moonlight', 'Grassy Terrain', 'Protect', 'Poison Powder', 'Weather Ball', 'Charm', 'Trailblaze', 'Swords Dance'}"
Paras,0046,"['Bug', 'Grass']",0.3 m (1′00″),5.4 kg (11.9 lbs),"['Effect Spore', 'Dry Skin', 'Damp']",35,70,55,45,55,25,285,set()
Parasect,0047,"['Bug', 'Grass']",1.0 m (3′03″),29.5 kg (65.0 lbs),"['Effect Spore', 'Dry Skin', 'Damp']",60,95,80,60,80,30,405,set()
Venonat,0048,"['Bug', 'Poison']",1.0 m (3′03″),30.0 kg (66.1 lbs),"['Compound Eyes', 'Tinted Lens', 'Run Away']",60,55,50,40,55,45,305,"{'Psychic Noise', 'Confuse Ray', 'Giga Drain', 'Rest', 'Thief', 'Rage Powder', 'Sunny Day', 'Endeavor', 'Toxic Spikes', 'Acid Spray', 'Bug Bite', 'Pounce', 'Struggle Bug', 'Solar Beam', 'Morning Sun', 'Facade', 'Sleep Talk', 'Skill Swap', 'Skitter Smack', 'Screech', 'Swift', 'Psychic', 'Toxic', 'Sleep Powder', 'Confusion', 'Tera Blast', 'Leech Life', 'Venoshock', 'Zen Headbutt', 'Bug Buzz', 'Lunge', 'Stun Spore', 'Endure', 'Substitute', 'Energy Ball', 'Sludge Bomb', 'Disable', 'Poison Fang', 'Agility', 'Poison Powder', 'Protect', 'Tackle', 'Psybeam', 'Take Down', 'Baton Pass', 'Supersonic', 'Night Shade'}"
Venomoth,0049,"['Bug', 'Poison']",1.5 m (4′11″),12.5 kg (27.6 lbs),"['Shield Dust', 'Tinted Lens', 'Wonder Skin']",70,65,60,90,75,90,450,"{'Air Cutter', 'Psychic Noise', 'Confuse Ray', 'Giga Drain', 'Rest', 'Thief', 'Giga Impact', 'Rage Powder', 'Sunny Day', 'Hyper Beam', 'Endeavor', 'Toxic Spikes', 'Acid Spray', 'Air Slash', 'Bug Bite', 'Pounce', 'Struggle Bug', 'Solar Beam', 'Morning Sun', 'Facade', 'Sleep Talk', 'Skill Swap', 'Skitter Smack', 'Screech', 'Sludge Wave', 'Swift', 'Psychic', 'Toxic', 'Double-Edge', 'U-turn', 'Sleep Powder', 'Confusion', 'Tera Blast', 'Leech Life', 'Quiver Dance', 'Venoshock', 'Zen Headbutt', 'Bug Buzz', 'Lunge', 'Stun Spore', 'Endure', 'Substitute', 'Energy Ball', 'Acrobatics', 'Sludge Bomb', 'Disable', 'Poison Fang', 'Agility', 'Poison Powder', 'Protect', 'Tackle', 'Psybeam', 'Take Down', 'Baton Pass', 'Supersonic', 'Night Shade'}"
Diglett,0050,['Ground'],0.2 m (0′08″),0.8 kg (1.8 lbs),"['Sand Veil', 'Arena Trap', 'Sand Force']",10,55,25,35,45,95,265,"{'Sucker Punch', 'Sand Attack', 'Shadow Claw', 'Curse', 'Dig', 'Rest', 'Thief', 'Sunny Day', 'Endeavor', 'Stone Edge', 'Rock Tomb', 'Fissure', 'Ancient Power', 'Growl', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Foul Play', 'Throat Chop', 'Reversal', 'Final Gambit', 'Earth Power', 'Smack Down', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Headbutt', 'Endure', 'Memento', 'Substitute', 'Slash', 'Sandstorm', 'Hone Claws', 'Sludge Bomb', 'Stomping Tantrum', 'Protect', 'Agility', 'Take Down', 'Charm', 'Scratch', 'Mud-Slap', 'Sand Tomb', 'Scorching Sands', 'Uproar', 'Swords Dance', 'Astonish'}"
Dugtrio,0051,['Ground'],0.7 m (2′04″),33.3 kg (73.4 lbs),"['Sand Veil', 'Arena Trap', 'Sand Force']",35,100,50,50,70,120,425,"{'Sucker Punch', 'Sand Attack', 'Shadow Claw', 'Tri Attack', 'Curse', 'Dig', 'Rest', 'Thief', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Stone Edge', 'Rock Tomb', 'Endeavor', 'Fissure', 'Ancient Power', 'Growl', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Foul Play', 'Throat Chop', 'Reversal', 'Final Gambit', 'Sludge Wave', 'Earth Power', 'Smack Down', 'Stealth Rock', 'Double-Edge', 'Helping Hand', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Rock Blast', 'Body Slam', 'Night Slash', 'Headbutt', 'Endure', 'Memento', 'Substitute', 'Slash', 'Sandstorm', 'Hone Claws', 'Sludge Bomb', 'Stomping Tantrum', 'Protect', 'Agility', 'Take Down', 'Sand Tomb', 'Scratch', 'Mud-Slap', 'Charm', 'Scorching Sands', 'Uproar', 'Swords Dance', 'Astonish'}"
Meowth,0052,['Normal'],0.4 m (1′04″),4.2 kg (9.3 lbs),"['Pickup', 'Technician', 'Unnerve']",40,45,35,40,40,90,290,set()
Persian,0053,['Normal'],1.0 m (3′03″),32.0 kg (70.5 lbs),"['Limber', 'Technician', 'Unnerve']",65,70,60,65,65,115,440,set()
Psyduck,0054,['Water'],0.8 m (2′07″),19.6 kg (43.2 lbs),"['Damp', 'Cloud Nine', 'Swift Swim']",50,52,48,65,50,55,320,"{'Psychic Noise', 'Calm Mind', 'Tail Whip', 'Water Gun', 'Confuse Ray', 'Water Pulse', 'Shadow Claw', 'Hydro Pump', 'Flip Turn', 'Dig', 'Rest', 'Knock Off', 'Low Kick', 'Thief', 'Brick Break', 'Endeavor', 'Whirlpool', 'Wonder Room', 'Ice Beam', 'Facade', 'Amnesia', 'Sleep Talk', 'Liquidation', 'Nasty Plot', 'Soak', 'Skill Swap', 'Blizzard', 'Screech', 'Clear Smog', 'Fling', 'Psyshock', 'Muddy Water', 'Hypnosis', 'Swift', 'Psychic', 'Double-Edge', 'Psych Up', 'Cross Chop', 'Confusion', 'Icy Wind', 'Ice Punch', 'Taunt', 'Helping Hand', 'Tera Blast', 'Mud Shot', 'Zen Headbutt', 'Body Slam', 'Focus Punch', 'Waterfall', 'Endure', 'Substitute', 'Surf', 'Rain Dance', 'Chilling Water', 'Light Screen', 'Disable', 'Yawn', 'Low Sweep', 'Aqua Tail', 'Protect', 'Vacuum Wave', 'Psybeam', 'Simple Beam', 'Take Down', 'Scratch', 'Encore', 'Haze', 'Fury Swipes', 'Trailblaze', 'Metronome'}"
Golduck,0055,['Water'],1.7 m (5′07″),76.6 kg (168.9 lbs),"['Damp', 'Cloud Nine', 'Swift Swim']",80,82,78,95,80,85,500,"{'Flip Turn', 'Shadow Claw', 'Low Kick', 'Thief', 'Brick Break', 'Wonder Room', 'Liquidation', 'Clear Smog', 'Fling', 'Muddy Water', 'Double-Edge', 'Taunt', 'Confusion', 'Tera Blast', 'Zen Headbutt', 'Focus Blast', 'Endure', 'Surf', 'Disable', 'Yawn', 'Metronome', 'Psychic Noise', 'Confuse Ray', 'Water Gun', 'Hyper Beam', 'Endeavor', 'Sleep Talk', 'Nasty Plot', 'Soak', 'Blizzard', 'Helping Hand', 'Rain Dance', 'Chilling Water', 'Light Screen', 'Psybeam', 'Take Down', 'Haze', 'Trailblaze', 'Calm Mind', 'Water Pulse', 'Rest', 'Knock Off', 'Skill Swap', 'Screech', 'Psyshock', 'Swift', 'Psychic', 'Psych Up', 'Cross Chop', 'Icy Wind', 'Focus Punch', 'Body Slam', 'Waterfall', 'Aqua Tail', 'Vacuum Wave', 'Encore', 'Scratch', 'Hypnosis', 'Tail Whip', 'Hydro Pump', 'Dig', 'Giga Impact', 'Whirlpool', 'Future Sight', 'Power Gem', 'Ice Beam', 'Facade', 'Amnesia', 'Ice Punch', 'Mud Shot', 'Substitute', 'Grass Knot', 'Low Sweep', 'Protect', 'Simple Beam', 'Fury Swipes', 'Aqua Jet'}"
Mankey,0056,['Fighting'],0.5 m (1′08″),28.0 kg (61.7 lbs),"['Vital Spirit', 'Anger Point', 'Defiant']",40,80,35,35,45,70,305,"{'Spite', 'Shadow Claw', 'Curse', 'Seed Bomb', 'Dig', 'Rest', 'Low Kick', 'Fire Punch', 'Leer', 'Seismic Toss', 'Thief', 'Bulk Up', 'Sunny Day', 'Brick Break', 'Thunder Punch', 'Stone Edge', 'Rock Tomb', 'Endeavor', 'Close Combat', 'Overheat', 'Thrash', 'Rock Slide', 'Facade', 'Sleep Talk', 'Drain Punch', 'Earthquake', 'Thunderbolt', 'Throat Chop', 'Reversal', 'Screech', 'Final Gambit', 'Scary Face', 'Fling', 'Double-Edge', 'Swift', 'Covet', 'Swagger', 'U-turn', 'Cross Chop', 'Ice Punch', 'Focus Energy', 'Beat Up', 'Taunt', 'Helping Hand', 'Bulldoze', 'Tera Blast', 'Counter', 'Focus Punch', 'Body Slam', 'Night Slash', 'Focus Blast', 'Endure', 'Substitute', 'Lash Out', 'Poison Jab', 'Rain Dance', 'Acrobatics', 'Assurance', 'Gunk Shot', 'Stomping Tantrum', 'Low Sweep', 'Protect', 'Encore', 'Take Down', 'Scratch', 'Fury Swipes', 'Outrage', 'Metronome', 'Uproar'}"
Primeape,0057,['Fighting'],1.0 m (3′03″),32.0 kg (70.5 lbs),"['Vital Spirit', 'Anger Point', 'Defiant']",65,105,60,60,70,95,455,"{'Spite', 'Shadow Claw', 'Curse', 'Seed Bomb', 'Dig', 'Rest', 'Low Kick', 'Fire Punch', 'Leer', 'Seismic Toss', 'Thief', 'Bulk Up', 'Sunny Day', 'Brick Break', 'Thunder Punch', 'Stone Edge', 'Rock Tomb', 'Giga Impact', 'Hyper Beam', 'Endeavor', 'Close Combat', 'Overheat', 'Thrash', 'Rock Slide', 'Facade', 'Sleep Talk', 'Drain Punch', 'Earthquake', 'Thunderbolt', 'Throat Chop', 'Reversal', 'Screech', 'Final Gambit', 'Fling', 'Scary Face', 'Smack Down', 'Swift', 'Double-Edge', 'Stealth Rock', 'Swagger', 'U-turn', 'Cross Chop', 'Ice Punch', 'Focus Energy', 'Beat Up', 'Taunt', 'Helping Hand', 'Bulldoze', 'Tera Blast', 'Counter', 'Focus Punch', 'Body Slam', 'Night Slash', 'Focus Blast', 'Rage Fist', 'Endure', 'Substitute', 'Lash Out', 'Poison Jab', 'Rain Dance', 'Acrobatics', 'Assurance', 'Gunk Shot', 'Stomping Tantrum', 'Low Sweep', 'Protect', 'Vacuum Wave', 'Thunder', 'Encore', 'Take Down', 'Scratch', 'Fury Swipes', 'Outrage', 'Metronome', 'Uproar'}"
Growlithe,0058,['Fire'],0.7 m (2′04″),19.0 kg (41.9 lbs),"['Intimidate', 'Flash Fire', 'Justified']",55,70,45,70,50,60,350,set()
Arcanine,0059,['Fire'],1.9 m (6′03″),155.0 kg (341.7 lbs),"['Intimidate', 'Flash Fire', 'Justified']",90,110,80,100,80,95,555,set()
Poliwag,0060,['Water'],0.6 m (2′00″),12.4 kg (27.3 lbs),"['Water Absorb', 'Damp', 'Swift Swim']",40,50,40,40,40,90,300,set()
Poliwhirl,0061,['Water'],1.0 m (3′03″),20.0 kg (44.1 lbs),"['Water Absorb', 'Damp', 'Swift Swim']",65,65,65,50,50,90,385,set()
Poliwrath,0062,"['Water', 'Fighting']",1.3 m (4′03″),54.0 kg (119.0 lbs),"['Water Absorb', 'Damp', 'Swift Swim']",90,95,95,70,90,70,510,set()
Abra,0063,['Psychic'],0.9 m (2′11″),19.5 kg (43.0 lbs),"['Synchronize', 'Inner Focus', 'Magic Guard']",25,20,15,105,55,90,310,"{'Psychic', 'Dazzling Gleam', 'Ice Punch', 'Calm Mind', 'Charge Beam', 'Teleport', 'Shadow Ball', 'Tri Attack', 'Zen Headbutt', 'Drain Punch', 'Rest', 'Fire Punch', 'Iron Tail', 'Thunder Punch', 'Energy Ball', 'Swift'}"
Kadabra,0064,['Psychic'],1.3 m (4′03″),56.5 kg (124.6 lbs),"['Synchronize', 'Inner Focus', 'Magic Guard']",40,35,30,120,70,105,400,"{'Calm Mind', 'Charge Beam', 'Tri Attack', 'Rest', 'Fire Punch', 'Recover', 'Iron Tail', 'Thunder Punch', 'Psycho Cut', 'Drain Punch', 'Swift', 'Psychic', 'Dazzling Gleam', 'Ice Punch', 'Confusion', 'Zen Headbutt', 'Energy Ball', 'Teleport', 'Shadow Ball', 'Hypnosis'}"
Alakazam,0065,['Psychic'],1.5 m (4′11″),48.0 kg (105.8 lbs),"['Synchronize', 'Inner Focus', 'Magic Guard']",55,50,45,135,95,120,500,"{'Calm Mind', 'Charge Beam', 'Tri Attack', 'Rest', 'Fire Punch', 'Recover', 'Iron Tail', 'Giga Impact', 'Thunder Punch', 'Hyper Beam', 'Psycho Cut', 'Drain Punch', 'Swift', 'Psychic', 'Dazzling Gleam', 'Ice Punch', 'Confusion', 'Zen Headbutt', 'Energy Ball', 'Teleport', 'Shadow Ball', 'Hypnosis'}"
Machop,0066,['Fighting'],0.8 m (2′07″),19.5 kg (43.0 lbs),"['Guts', 'No Guard', 'Steadfast']",70,80,50,35,35,35,305,"{'Double-Edge', 'Close Combat', 'Ice Punch', 'Focus Energy', 'Bullet Punch', 'Bulldoze', 'Flamethrower', 'Mach Punch', 'Rock Slide', 'Rock Smash', 'Tackle', 'Rest', 'Thunder Punch', 'Fire Punch', 'Double Hit', 'Bulk Up', 'Poison Jab'}"
Machoke,0067,['Fighting'],1.5 m (4′11″),70.5 kg (155.4 lbs),"['Guts', 'No Guard', 'Steadfast']",80,100,70,50,60,45,405,"{'Double-Edge', 'Close Combat', 'Ice Punch', 'Focus Energy', 'Bullet Punch', 'Bulldoze', 'Flamethrower', 'Mach Punch', 'Rock Slide', 'Rock Smash', 'Tackle', 'Rest', 'Thunder Punch', 'Fire Punch', 'Double Hit', 'Bulk Up', 'Poison Jab'}"
Machamp,0068,['Fighting'],1.6 m (5′03″),130.0 kg (286.6 lbs),"['Guts', 'No Guard', 'Steadfast']",90,130,80,65,85,55,505,"{'High Horsepower', 'Rock Smash', 'Rest', 'Fire Punch', 'Double Hit', 'Bulk Up', 'Giga Impact', 'Thunder Punch', 'Hyper Beam', 'Stone Edge', 'Close Combat', 'Bullet Punch', 'Rock Slide', 'Drain Punch', 'Double-Edge', 'Ice Punch', 'Focus Energy', 'Bulldoze', 'Poison Jab', 'Flamethrower', 'Mach Punch', 'Tackle'}"
Bellsprout,0069,"['Grass', 'Poison']",0.7 m (2′04″),4.0 kg (8.8 lbs),"['Chlorophyll', 'Gluttony']",50,75,35,70,30,40,300,"{'Sucker Punch', 'Ingrain', 'Giga Drain', 'Seed Bomb', 'Gastro Acid', 'Rest', 'Knock Off', 'Wrap', 'Growth', 'Thief', 'Leaf Storm', 'Sunny Day', 'Reflect', 'Worry Seed', 'Acid Spray', 'Acid', 'Slam', 'Pounce', 'Solar Beam', 'Strength Sap', 'Facade', 'Sleep Talk', 'Power Whip', 'Clear Smog', 'Tickle', 'Sludge Wave', 'Toxic', 'Sleep Powder', 'Tera Blast', 'Razor Leaf', 'Sweet Scent', 'Leech Life', 'Venoshock', 'Lunge', 'Stun Spore', 'Endure', 'Substitute', 'Bullet Seed', 'Poison Jab', 'Grass Knot', 'Energy Ball', 'Sludge Bomb', 'Grassy Glide', 'Magical Leaf', 'Protect', 'Grassy Terrain', 'Poison Powder', 'Vine Whip', 'Weather Ball', 'Encore', 'Synthesis', 'Trailblaze', 'Swords Dance'}"
